scrape_datetime,rn_url,concept_synonym_type,concept_synonym_name
2020-09-15 18:27:04,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8,Synonyms,"5-Fluor-2,4(1H,3H)-pyrimidindion [Czech]"
2020-09-15 18:27:04,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8,Synonyms,"5-Fluor-2,4-dihydroxypyrimidin"
2020-09-15 18:27:04,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8,Synonyms,"5-Fluor-2,4-dihydroxypyrimidin [Czech]"
2020-09-15 18:27:04,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8,Synonyms,"5-Fluor-2,4-pyrimidindiol"
2020-09-15 18:27:04,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8,Synonyms,"5-Fluor-2,4-pyrimidindiol [Czech]"
2020-09-15 18:27:04,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8,Synonyms,5-Fluoracil
2020-09-15 18:27:04,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8,Synonyms,5-Fluoracil [German]
2020-09-15 18:27:04,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8,Synonyms,"5-Fluoro-2,4(1H,3H)-pyrimidinedione"
2020-09-15 18:27:04,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8,Synonyms,"5-Fluoropyrimidin-2,4-diol"
2020-09-15 18:27:04,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8,Synonyms,"5-Fluoropyrimidine-2,4-dione"
2020-09-15 18:27:04,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8,Synonyms,5-Fluorouracil
2020-09-15 18:27:04,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8,Synonyms,5-Fluoruracil
2020-09-15 18:27:04,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8,Synonyms,5-Fluoruracil [German]
2020-09-15 18:27:04,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8,Synonyms,5-FU
2020-09-15 18:27:04,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8,Synonyms,5FU
2020-09-15 18:27:04,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8,Synonyms,Adrucil
2020-09-15 18:27:04,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8,Synonyms,AI3-25297
2020-09-15 18:27:04,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8,Synonyms,Arumel
2020-09-15 18:27:04,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8,Synonyms,Carac
2020-09-15 18:27:04,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8,Synonyms,Carzonal
2020-09-15 18:27:04,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8,Synonyms,CCRIS 2582
2020-09-15 18:27:04,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8,Synonyms,Cinco FU
2020-09-15 18:27:04,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8,Synonyms,EC 200-085-6
2020-09-15 18:27:04,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8,Synonyms,Effluderm (free base)
2020-09-15 18:27:04,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8,Synonyms,Efudex
2020-09-15 18:27:04,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8,Synonyms,EINECS 200-085-6
2020-09-15 18:27:04,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8,Synonyms,Fluoro-uracile
2020-09-15 18:27:04,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8,Synonyms,Fluoro-uracilo
2020-09-15 18:27:04,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8,Synonyms,Fluoroblastin
2020-09-15 18:27:04,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8,Synonyms,Fluoroplex
2020-09-15 18:27:04,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8,Synonyms,Fluorouracil
2020-09-15 18:27:04,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8,Synonyms,Fluorouracil Cream
2020-09-15 18:27:04,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8,Synonyms,Fluorouracile
2020-09-15 18:27:04,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8,Synonyms,Fluorouracile [DCIT]
2020-09-15 18:27:04,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8,Synonyms,Fluorouracilo
2020-09-15 18:27:04,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8,Synonyms,Fluorouracilo [INN-Spanish]
2020-09-15 18:27:04,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8,Synonyms,Fluorouracilum
2020-09-15 18:27:04,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8,Synonyms,Fluorouracilum [INN-Latin]
2020-09-15 18:27:04,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8,Synonyms,Fluracil
2020-09-15 18:27:04,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8,Synonyms,Fluracilum
2020-09-15 18:27:04,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8,Synonyms,Fluril
2020-09-15 18:27:04,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8,Synonyms,Fluro uracil
2020-09-15 18:27:04,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8,Synonyms,Fluroblastin
2020-09-15 18:27:04,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8,Synonyms,FU
2020-09-15 18:27:04,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8,Synonyms,HSDB 3228
2020-09-15 18:27:04,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8,Synonyms,Kecimeton
2020-09-15 18:27:04,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8,Synonyms,NSC 19893
2020-09-15 18:27:04,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8,Synonyms,NSC-19893
2020-09-15 18:27:04,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8,Synonyms,Phthoruracil
2020-09-15 18:27:04,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8,Synonyms,Queroplex
2020-09-15 18:27:04,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8,Synonyms,Ro 2-9757
2020-09-15 18:27:04,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8,Synonyms,Timazin
2020-09-15 18:27:04,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8,Synonyms,Tolak
2020-09-15 18:27:04,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8,Synonyms,U-8953
2020-09-15 18:27:04,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8,Synonyms,Ulup
2020-09-15 18:27:04,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8,Synonyms,UNII-U3P01618RT
2020-09-15 18:27:04,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8,Synonyms,"Uracil, 5-fluoro-"
2020-09-15 18:27:04,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8,Systematic Names,"2,4(1H,3H)-Pyrimidinedione, 5-fluoro-"
2020-09-15 18:27:04,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8,Systematic Names,5-Fluorouracil
2020-09-15 18:27:04,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8,Systematic Names,Fluorouracil
2020-09-15 18:27:04,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8,Systematic Names,"Uracil, 5-fluoro-"
2020-09-15 18:27:04,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8,Superlist Names,5-Fluorouracil
2020-09-15 18:27:04,https://chem.nlm.nih.gov/chemidplus/rn/51-21-8,Superlist Names,Fluorouracil
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Results Name,Sulfamethoxazole mixture with trimethoprim
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Name of Substance,Trimethoprim-sulfamethoxazole combination
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Name of Substance,Trimethoprim/sulfamethoxazole
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,MeSH Heading,"Trimethoprim, Sulfamethoxazole Drug Combination"
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,A 033
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Abacin
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Abactrim
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Acuco
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Agoprim
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Alfatrim
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Aposulfatrim
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Bacteral
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Bacterial forte
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Bactilen
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Bactiver
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Bacton
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Bactoreduct
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Bactramin
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Bactrim
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Bactrim DS
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Bactrim Forte
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Bactrim Pediatric
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Bactrizol
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Bactromin
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Bactropin
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Baktar
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Baktrisid-DS
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Berlocid
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Bibacrim
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Biseptol
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Centrim
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Chemitrim
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Chemotrim
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Ciplin
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Co-trim-tablinen
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Co-Trimaxazol
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,CO-Trimoxazole
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Comox
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Cotribene
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Cotrim
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Cotrim D.S.
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Cotrim Eu Rho
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Cotrim Holsen
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Cotrim-Hefa
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Cotrim-Puren
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Cotrim-radiopharm
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Cotrim.L.U.T.
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Cotrimhexal
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Cotrimox-Wolff
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Cotrimoxazol
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Cotrimoxazol AL
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Cotrimoxazol-Cophar
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Cotrimoxazole
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Cotrimstada
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Cotrim_BASF
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Cotriver
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Dibaprim
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Diseptyl
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Drylin
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Duon
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Duratrimet
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Eltrianyl
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Escoprim
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Esteprim
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Eusaprim
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Fectrim
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Gantaprim
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Gantaprin
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Gantrim
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Groprim
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Helveprim
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,HSDB 6780
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Imexim
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Jenamoxazol
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Kemoprim
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Kepinol
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Kepinol Forte
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Laratrim
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Linaris
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Maxtrim
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Microtrim
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Microtrim forte
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Mikrosid
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Momentol
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Nopil
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,NSC 618652
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Oecotrim
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Omsat
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Oriprim
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Oxaprim
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Pantoprim
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Primazole
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Septra
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Septra DS
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Septra Grape
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Septrim
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Servitrim
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Sigaprim
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Sigaprin
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,SMX / TMP
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,SMX-TMP
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,SMX/TMP
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Strepto-Plus
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Sulfa-Tyl
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Sulfameth/TMP
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Sulfameth/Trimeth
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Sulfamethoprim
2020-09-15 18:27:10,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2,Synonyms,Sulfamethoprim-DS
