concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason
35806756,Econosone,Drug,ChemiDPlus,contains,"NA",53-03-2,2020-09-16,2099-12-31,"NA"
35803336,Teniposide,Drug,ChemiDPlus,contains,"NA",29767-20-2,2020-09-16,2099-12-31,"NA"
35805129,Persantine,Drug,ChemiDPlus,contains,"NA",58-32-2,2020-09-16,2099-12-31,"NA"
35804980,Cerubidin,Drug,ChemiDPlus,contains,"NA",20830-81-3,2020-09-16,2099-12-31,"NA"
35804980,Cerubidin,Drug,ChemiDPlus,contains,"NA",23541-50-6,2020-09-16,2099-12-31,"NA"
35806110,Provera,Drug,ChemiDPlus,contains,"NA",52-53-9,2020-09-16,2099-12-31,"NA"
35806110,Provera,Drug,ChemiDPlus,contains,"NA",71-58-9,2020-09-16,2099-12-31,"NA"
35806110,Provera,Drug,ChemiDPlus,contains,"NA",152-11-4,2020-09-16,2099-12-31,"NA"
35805896,Idamycin,Drug,ChemiDPlus,contains,"NA",1405-10-3,2020-09-16,2099-12-31,"NA"
35806644,Omnitarg,Drug,ChemiDPlus,contains,"NA",380610-27-5,2020-09-16,2099-12-31,"NA"
35806880,Nasea,Drug,ChemiDPlus,contains,"NA",132036-88-5,2020-09-16,2099-12-31,"NA"
35806572,Ibrance,Drug,ChemiDPlus,contains,"NA",571190-30-2,2020-09-16,2099-12-31,"NA"
35805018,Dexam,Drug,ChemiDPlus,contains,"NA",50-02-2,2020-09-16,2099-12-31,"NA"
35805018,Dexam,Drug,ChemiDPlus,contains,"NA",51-63-8,2020-09-16,2099-12-31,"NA"
35805018,Dexam,Drug,ChemiDPlus,contains,"NA",51-64-9,2020-09-16,2099-12-31,"NA"
35805018,Dexam,Drug,ChemiDPlus,contains,"NA",57-43-2,2020-09-16,2099-12-31,"NA"
35803069,Ferumoxytol,Drug,ChemiDPlus,contains,"NA",1309-38-2,2020-09-16,2099-12-31,"NA"
35803069,Ferumoxytol,Drug,ChemiDPlus,contains,"NA",722492-56-0,2020-09-16,2099-12-31,"NA"
35802877,Altretamine,Drug,ChemiDPlus,contains,"NA",645-05-6,2020-09-16,2099-12-31,"NA"
35803340,Thiotepa,Drug,ChemiDPlus,contains,"NA",52-24-4,2020-09-16,2099-12-31,"NA"
35806177,Abitrexate,Drug,ChemiDPlus,contains,"NA",59-05-2,2020-09-16,2099-12-31,"NA"
35100748,Sigaprim,Drug,ChemiDPlus,contains,"NA",8064-90-2,2020-09-16,2099-12-31,"NA"
35807073,Diphereline,Drug,ChemiDPlus,contains,"NA",57773-63-4,2020-09-16,2099-12-31,"NA"
35807073,Diphereline,Drug,ChemiDPlus,contains,"NA",124508-66-3,2020-09-16,2099-12-31,"NA"
35100403,Prednilem,Drug,ChemiDPlus,contains,"NA",2375-03-3,2020-09-16,2099-12-31,"NA"
35802940,Caplacizumab,Drug,ChemiDPlus,contains,"NA",915810-67-2,2020-09-16,2099-12-31,"NA"
35100026,Zaxol,Drug,ChemiDPlus,contains,"NA",121313-14-2,2020-09-16,2099-12-31,"NA"
35805445,Zortress,Drug,ChemiDPlus,contains,"NA",159351-69-6,2020-09-16,2099-12-31,"NA"
35100046,Wymesone,Drug,ChemiDPlus,contains,"NA",312-93-6,2020-09-16,2099-12-31,"NA"
35101002,Onadron,Drug,ChemiDPlus,contains,"NA",2392-39-4,2020-09-16,2099-12-31,"NA"
35803354,Tosedostat,Drug,ChemiDPlus,contains,"NA",238750-77-1,2020-09-16,2099-12-31,"NA"
35807196,Oral,Drug,ChemiDPlus,contains,"NA",50-02-2,2020-09-16,2099-12-31,"NA"
35807196,Oral,Drug,ChemiDPlus,contains,"NA",50-14-6,2020-09-16,2099-12-31,"NA"
35807196,Oral,Drug,ChemiDPlus,contains,"NA",50-27-1,2020-09-16,2099-12-31,"NA"
35807196,Oral,Drug,ChemiDPlus,contains,"NA",54-31-9,2020-09-16,2099-12-31,"NA"
35807196,Oral,Drug,ChemiDPlus,contains,"NA",54-49-9,2020-09-16,2099-12-31,"NA"
35101044,Nirypan,Drug,ChemiDPlus,contains,"NA",83-43-2,2020-09-16,2099-12-31,"NA"
35101044,Nirypan,Drug,ChemiDPlus,contains,"NA",2375-03-3,2020-09-16,2099-12-31,"NA"
35803398,Ziv-aflibercept,Drug,ChemiDPlus,contains,"NA",1609655-49-3,2020-09-16,2099-12-31,"NA"
35807009,Temodal,Drug,ChemiDPlus,contains,"NA",85622-93-1,2020-09-16,2099-12-31,"NA"
35805749,Sancuso,Drug,ChemiDPlus,contains,"NA",109889-09-0,2020-09-16,2099-12-31,"NA"
35805158,Colace,Drug,ChemiDPlus,contains,"NA",577-11-7,2020-09-16,2099-12-31,"NA"
35805158,Colace,Drug,ChemiDPlus,contains,"NA",8024-48-4,2020-09-16,2099-12-31,"NA"
35101096,Dexafarm,Drug,ChemiDPlus,contains,"NA",50-02-2,2020-09-16,2099-12-31,"NA"
35101246,Valcyclovir,Drug,ChemiDPlus,contains,"NA",124832-26-4,2020-09-16,2099-12-31,"NA"
35806791,Prednisona,Drug,ChemiDPlus,contains,"NA",53-03-2,2020-09-16,2099-12-31,"NA"
35806791,Prednisona,Drug,ChemiDPlus,contains,"NA",1247-42-3,2020-09-16,2099-12-31,"NA"
35806791,Prednisona,Drug,ChemiDPlus,contains,"NA",52080-57-6,2020-09-16,2099-12-31,"NA"
35101853,Andoprim,Drug,ChemiDPlus,contains,"NA",138360-83-5,2020-09-16,2099-12-31,"NA"
35803099,Glucarpidase,Drug,ChemiDPlus,contains,"NA",9074-87-7,2020-09-16,2099-12-31,"NA"
35100692,Sulfametoxazol,Drug,ChemiDPlus,contains,"NA",723-46-6,2020-09-16,2099-12-31,"NA"
35803861,Colfarit,Drug,ChemiDPlus,contains,"NA",50-78-2,2020-09-16,2099-12-31,"NA"
35803225,Osimertinib,Drug,ChemiDPlus,contains,"NA",1421373-65-0,2020-09-16,2099-12-31,"NA"
35803225,Osimertinib,Drug,ChemiDPlus,contains,"NA",1421373-66-1,2020-09-16,2099-12-31,"NA"
35802979,Cytarabine,Drug,ChemiDPlus,contains,"NA",69-74-9,2020-09-16,2099-12-31,"NA"
35802979,Cytarabine,Drug,ChemiDPlus,contains,"NA",147-94-4,2020-09-16,2099-12-31,"NA"
35802979,Cytarabine,Drug,ChemiDPlus,contains,"NA",10212-25-6,2020-09-16,2099-12-31,"NA"
35101141,Decadronal,Drug,ChemiDPlus,contains,"NA",1177-87-3,2020-09-16,2099-12-31,"NA"
35803257,Plerixafor,Drug,ChemiDPlus,contains,"NA",110078-46-1,2020-09-16,2099-12-31,"NA"
35806502,Dacplat,Drug,ChemiDPlus,contains,"NA",61825-94-3,2020-09-16,2099-12-31,"NA"
35803318,Sirolimus,Drug,ChemiDPlus,contains,"NA",53123-88-9,2020-09-16,2099-12-31,"NA"
35803318,Sirolimus,Drug,ChemiDPlus,contains,"NA",162635-04-3,2020-09-16,2099-12-31,"NA"
35100843,Emigo,Drug,ChemiDPlus,contains,"NA",20830-75-5,2020-09-16,2099-12-31,"NA"
35101636,BS,Drug,ChemiDPlus,contains,"NA",50-06-6,2020-09-16,2099-12-31,"NA"
35101636,BS,Drug,ChemiDPlus,contains,"NA",50-07-7,2020-09-16,2099-12-31,"NA"
35101636,BS,Drug,ChemiDPlus,contains,"NA",50-14-6,2020-09-16,2099-12-31,"NA"
35101636,BS,Drug,ChemiDPlus,contains,"NA",50-23-7,2020-09-16,2099-12-31,"NA"
35101789,Bacticel,Drug,ChemiDPlus,contains,"NA",738-70-5,2020-09-16,2099-12-31,"NA"
35101905,Alenat,Drug,ChemiDPlus,contains,"NA",6223-35-4,2020-09-16,2099-12-31,"NA"
35804845,Cyclophospham,Drug,ChemiDPlus,contains,"NA",50-18-0,2020-09-16,2099-12-31,"NA"
35804845,Cyclophospham,Drug,ChemiDPlus,contains,"NA",6055-19-2,2020-09-16,2099-12-31,"NA"
35804845,Cyclophospham,Drug,ChemiDPlus,contains,"NA",10087-89-5,2020-09-16,2099-12-31,"NA"
35100640,M-Trim,Drug,ChemiDPlus,contains,"NA",59-99-4,2020-09-16,2099-12-31,"NA"
35806205,Methoblastin,Drug,ChemiDPlus,contains,"NA",59-05-2,2020-09-16,2099-12-31,"NA"
35806790,Prednison,Drug,ChemiDPlus,contains,"NA",53-03-2,2020-09-16,2099-12-31,"NA"
35806790,Prednison,Drug,ChemiDPlus,contains,"NA",1247-42-3,2020-09-16,2099-12-31,"NA"
35806770,Nizon,Drug,ChemiDPlus,contains,"NA",53-03-2,2020-09-16,2099-12-31,"NA"
35806770,Nizon,Drug,ChemiDPlus,contains,"NA",80-33-1,2020-09-16,2099-12-31,"NA"
35806770,Nizon,Drug,ChemiDPlus,contains,"NA",80-38-6,2020-09-16,2099-12-31,"NA"
35803608,Lemtrada,Drug,ChemiDPlus,contains,"NA",216503-57-0,2020-09-16,2099-12-31,"NA"
35806076,Lutathera,Drug,ChemiDPlus,contains,"NA",437608-50-9,2020-09-16,2099-12-31,"NA"
35804386,Busulfex,Drug,ChemiDPlus,contains,"NA",55-98-1,2020-09-16,2099-12-31,"NA"
35803804,Asdol,Drug,ChemiDPlus,contains,"NA",57-85-2,2020-09-16,2099-12-31,"NA"
35101548,Comox,Drug,ChemiDPlus,contains,"NA",10540-29-1,2020-09-16,2099-12-31,"NA"
35806934,Semustina,Drug,ChemiDPlus,contains,"NA",13909-09-6,2020-09-16,2099-12-31,"NA"
35803156,Levamisole,Drug,ChemiDPlus,contains,"NA",14769-73-4,2020-09-16,2099-12-31,"NA"
35803156,Levamisole,Drug,ChemiDPlus,contains,"NA",16595-80-5,2020-09-16,2099-12-31,"NA"
35803751,Trisenox,Drug,ChemiDPlus,contains,"NA",1327-53-3,2020-09-16,2099-12-31,"NA"
35804120,Mvasi,Drug,ChemiDPlus,contains,"NA",216974-75-3,2020-09-16,2099-12-31,"NA"
35803221,Ondansetron,Drug,ChemiDPlus,contains,"NA",99614-02-5,2020-09-16,2099-12-31,"NA"
35804848,Cyclostin,Drug,ChemiDPlus,contains,"NA",50-18-0,2020-09-16,2099-12-31,"NA"
35807057,Xeljanz,Drug,ChemiDPlus,contains,"NA",540737-29-9,2020-09-16,2099-12-31,"NA"
35802946,Catumaxomab,Drug,ChemiDPlus,contains,"NA",509077-98-9,2020-09-16,2099-12-31,"NA"
35804960,Danocrine,Drug,ChemiDPlus,contains,"NA",17230-88-5,2020-09-16,2099-12-31,"NA"
35806667,Folotyn,Drug,ChemiDPlus,contains,"NA",146464-95-1,2020-09-16,2099-12-31,"NA"
35805254,Clexane,Drug,ChemiDPlus,contains,"NA",679809-58-6,2020-09-16,2099-12-31,"NA"
35804642,Clolar,Drug,ChemiDPlus,contains,"NA",123318-82-1,2020-09-16,2099-12-31,"NA"
35805408,Etosin,Drug,ChemiDPlus,contains,"NA",58-33-3,2020-09-16,2099-12-31,"NA"
35804729,Loron,Drug,ChemiDPlus,contains,"NA",56-75-7,2020-09-16,2099-12-31,"NA"
35804729,Loron,Drug,ChemiDPlus,contains,"NA",57-15-8,2020-09-16,2099-12-31,"NA"
35804729,Loron,Drug,ChemiDPlus,contains,"NA",59-32-5,2020-09-16,2099-12-31,"NA"
35100454,Otrim,Drug,ChemiDPlus,contains,"NA",52-51-7,2020-09-16,2099-12-31,"NA"
35804729,Loron,Drug,ChemiDPlus,contains,"NA",76-06-2,2020-09-16,2099-12-31,"NA"
35804729,Loron,Drug,ChemiDPlus,contains,"NA",82-68-8,2020-09-16,2099-12-31,"NA"
35804550,Razene,Drug,ChemiDPlus,contains,"NA",82-93-9,2020-09-16,2099-12-31,"NA"
35804550,Razene,Drug,ChemiDPlus,contains,"NA",127-65-1,2020-09-16,2099-12-31,"NA"
35805239,Idhifa,Drug,ChemiDPlus,contains,"NA",1446502-11-9,2020-09-16,2099-12-31,"NA"
35803308,Sapacitabine,Drug,ChemiDPlus,contains,"NA",151823-14-2,2020-09-16,2099-12-31,"NA"
35805957,Imferon,Drug,ChemiDPlus,contains,"NA",9004-66-4,2020-09-16,2099-12-31,"NA"
35101922,Advantan,Drug,ChemiDPlus,contains,"NA",86401-95-8,2020-09-16,2099-12-31,"NA"
35807062,Mekinist,Drug,ChemiDPlus,contains,"NA",871700-17-3,2020-09-16,2099-12-31,"NA"
35806662,Iclusig,Drug,ChemiDPlus,contains,"NA",1114544-31-8,2020-09-16,2099-12-31,"NA"
35804121,Avastin,Drug,ChemiDPlus,contains,"NA",216974-75-3,2020-09-16,2099-12-31,"NA"
35806221,Mexate,Drug,ChemiDPlus,contains,"NA",59-05-2,2020-09-16,2099-12-31,"NA"
35806256,Poteligeo,Drug,ChemiDPlus,contains,"NA",1159266-37-1,2020-09-16,2099-12-31,"NA"
35100235,Suprin,Drug,ChemiDPlus,contains,"NA",395-28-8,2020-09-16,2099-12-31,"NA"
35100235,Suprin,Drug,ChemiDPlus,contains,"NA",579-56-6,2020-09-16,2099-12-31,"NA"
35100235,Suprin,Drug,ChemiDPlus,contains,"NA",7541-30-2,2020-09-16,2099-12-31,"NA"
35100235,Suprin,Drug,ChemiDPlus,contains,"NA",7660-71-1,2020-09-16,2099-12-31,"NA"
35101959,Epival,Drug,ChemiDPlus,contains,"NA",76584-70-8,2020-09-16,2099-12-31,"NA"
35804828,Nascobal,Drug,ChemiDPlus,contains,"NA",68-19-9,2020-09-16,2099-12-31,"NA"
35802929,Bosutinib,Drug,ChemiDPlus,contains,"NA",380843-75-4,2020-09-16,2099-12-31,"NA"
35100454,Otrim,Drug,ChemiDPlus,contains,"NA",60-99-1,2020-09-16,2099-12-31,"NA"
35100454,Otrim,Drug,ChemiDPlus,contains,"NA",77-86-1,2020-09-16,2099-12-31,"NA"
35100051,Wellferon,Drug,ChemiDPlus,contains,"NA",308067-63-2,2020-09-16,2099-12-31,"NA"
35805396,ETO,Drug,ChemiDPlus,contains,"NA",50-02-2,2020-09-16,2099-12-31,"NA"
35805396,ETO,Drug,ChemiDPlus,contains,"NA",50-03-3,2020-09-16,2099-12-31,"NA"
35805396,ETO,Drug,ChemiDPlus,contains,"NA",50-04-4,2020-09-16,2099-12-31,"NA"
35805396,ETO,Drug,ChemiDPlus,contains,"NA",50-12-4,2020-09-16,2099-12-31,"NA"
35805396,ETO,Drug,ChemiDPlus,contains,"NA",50-29-3,2020-09-16,2099-12-31,"NA"
35802955,Cilostazol,Drug,ChemiDPlus,contains,"NA",73963-72-1,2020-09-16,2099-12-31,"NA"
35100541,Metoprim,Drug,ChemiDPlus,contains,"NA",738-70-5,2020-09-16,2099-12-31,"NA"
35100541,Metoprim,Drug,ChemiDPlus,contains,"NA",6981-18-6,2020-09-16,2099-12-31,"NA"
35100541,Metoprim,Drug,ChemiDPlus,contains,"NA",66093-35-4,2020-09-16,2099-12-31,"NA"
35803635,Caplenal,Drug,ChemiDPlus,contains,"NA",315-30-0,2020-09-16,2099-12-31,"NA"
35805259,Enclex,Drug,ChemiDPlus,contains,"NA",30817-43-7,2020-09-16,2099-12-31,"NA"
35805259,Enclex,Drug,ChemiDPlus,contains,"NA",1257044-40-8,2020-09-16,2099-12-31,"NA"
35806810,Indicarb,Drug,ChemiDPlus,contains,"NA",519-26-6,2020-09-16,2099-12-31,"NA"
35806810,Indicarb,Drug,ChemiDPlus,contains,"NA",1491-41-4,2020-09-16,2099-12-31,"NA"
35806810,Indicarb,Drug,ChemiDPlus,contains,"NA",69408-81-7,2020-09-16,2099-12-31,"NA"
35804466,Carboplatine,Drug,ChemiDPlus,contains,"NA",41575-94-4,2020-09-16,2099-12-31,"NA"
35804171,Blenoxane,Drug,ChemiDPlus,contains,"NA",9041-93-4,2020-09-16,2099-12-31,"NA"
35805974,Sotret,Drug,ChemiDPlus,contains,"NA",4759-48-2,2020-09-16,2099-12-31,"NA"
35805974,Sotret,Drug,ChemiDPlus,contains,"NA",127471-94-7,2020-09-16,2099-12-31,"NA"
35806755,Drazone,Drug,ChemiDPlus,contains,"NA",67-28-7,2020-09-16,2099-12-31,"NA"
35806755,Drazone,Drug,ChemiDPlus,contains,"NA",86-54-4,2020-09-16,2099-12-31,"NA"
35100512,Mitoxana,Drug,ChemiDPlus,contains,"NA",3778-73-2,2020-09-16,2099-12-31,"NA"
35805477,Monarc-M,Drug,ChemiDPlus,contains,"NA",9001-27-8,2020-09-16,2099-12-31,"NA"
35805161,Didox,Drug,ChemiDPlus,contains,"NA",69839-83-4,2020-09-16,2099-12-31,"NA"
35802886,Anagrelide,Drug,ChemiDPlus,contains,"NA",58579-51-4,2020-09-16,2099-12-31,"NA"
35802886,Anagrelide,Drug,ChemiDPlus,contains,"NA",68475-42-3,2020-09-16,2099-12-31,"NA"
35802886,Anagrelide,Drug,ChemiDPlus,contains,"NA",70381-75-8,2020-09-16,2099-12-31,"NA"
35802886,Anagrelide,Drug,ChemiDPlus,contains,"NA",70406-92-7,2020-09-16,2099-12-31,"NA"
35807160,Alphanate,Drug,ChemiDPlus,contains,"NA",9001-27-8,2020-09-16,2099-12-31,"NA"
35803085,Fosaprepitant,Drug,ChemiDPlus,contains,"NA",172673-20-0,2020-09-16,2099-12-31,"NA"
35803085,Fosaprepitant,Drug,ChemiDPlus,contains,"NA",265121-04-8,2020-09-16,2099-12-31,"NA"
35804387,Myleran,Drug,ChemiDPlus,contains,"NA",55-98-1,2020-09-16,2099-12-31,"NA"
35804387,Myleran,Drug,ChemiDPlus,contains,"NA",299-75-2,2020-09-16,2099-12-31,"NA"
35804735,Ostac,Drug,ChemiDPlus,contains,"NA",50-24-8,2020-09-16,2099-12-31,"NA"
35804735,Ostac,Drug,ChemiDPlus,contains,"NA",50-57-7,2020-09-16,2099-12-31,"NA"
35804735,Ostac,Drug,ChemiDPlus,contains,"NA",53-03-2,2020-09-16,2099-12-31,"NA"
35804735,Ostac,Drug,ChemiDPlus,contains,"NA",60-54-8,2020-09-16,2099-12-31,"NA"
35100720,Solupen,Drug,ChemiDPlus,contains,"NA",6610-54-4,2020-09-16,2099-12-31,"NA"
35101793,Bacterial,Drug,ChemiDPlus,contains,"NA",70-30-4,2020-09-16,2099-12-31,"NA"
35101793,Bacterial,Drug,ChemiDPlus,contains,"NA",94-36-0,2020-09-16,2099-12-31,"NA"
35101793,Bacterial,Drug,ChemiDPlus,contains,"NA",150-13-0,2020-09-16,2099-12-31,"NA"
35101793,Bacterial,Drug,ChemiDPlus,contains,"NA",738-70-5,2020-09-16,2099-12-31,"NA"
35101793,Bacterial,Drug,ChemiDPlus,contains,"NA",1404-88-2,2020-09-16,2099-12-31,"NA"
35806109,Depo-Provera,Drug,ChemiDPlus,contains,"NA",71-58-9,2020-09-16,2099-12-31,"NA"
35803668,Agrylin,Drug,ChemiDPlus,contains,"NA",58579-51-4,2020-09-16,2099-12-31,"NA"
35100005,Zudan,Drug,ChemiDPlus,contains,"NA",99614-02-5,2020-09-16,2099-12-31,"NA"
35804546,Cetrine,Drug,ChemiDPlus,contains,"NA",83881-52-1,2020-09-16,2099-12-31,"NA"
35807034,Thalomid,Drug,ChemiDPlus,contains,"NA",50-35-1,2020-09-16,2099-12-31,"NA"
35803658,Amicar,Drug,ChemiDPlus,contains,"NA",59-26-7,2020-09-16,2099-12-31,"NA"
35803658,Amicar,Drug,ChemiDPlus,contains,"NA",60-32-2,2020-09-16,2099-12-31,"NA"
35803658,Amicar,Drug,ChemiDPlus,contains,"NA",82-02-0,2020-09-16,2099-12-31,"NA"
35803658,Amicar,Drug,ChemiDPlus,contains,"NA",3459-96-9,2020-09-16,2099-12-31,"NA"
35804825,CaloMist,Drug,ChemiDPlus,contains,"NA",68-19-9,2020-09-16,2099-12-31,"NA"
35803339,Thioguanine,Drug,ChemiDPlus,contains,"NA",154-42-7,2020-09-16,2099-12-31,"NA"
35803652,Xanax,Drug,ChemiDPlus,contains,"NA",28981-97-7,2020-09-16,2099-12-31,"NA"
35804695,Platinol,Drug,ChemiDPlus,contains,"NA",15663-27-1,2020-09-16,2099-12-31,"NA"
35802882,Aminoglutethimide,Drug,ChemiDPlus,contains,"NA",125-84-8,2020-09-16,2099-12-31,"NA"
35100697,Sulbacta,Drug,ChemiDPlus,contains,"NA",68373-14-8,2020-09-16,2099-12-31,"NA"
35100697,Sulbacta,Drug,ChemiDPlus,contains,"NA",69388-79-0,2020-09-16,2099-12-31,"NA"
35100697,Sulbacta,Drug,ChemiDPlus,contains,"NA",69388-84-7,2020-09-16,2099-12-31,"NA"
35805998,Lenalid,Drug,ChemiDPlus,contains,"NA",191732-72-6,2020-09-16,2099-12-31,"NA"
35805998,Lenalid,Drug,ChemiDPlus,contains,"NA",847871-99-2,2020-09-16,2099-12-31,"NA"
35803326,Talazoparib,Drug,ChemiDPlus,contains,"NA",1207456-01-6,2020-09-16,2099-12-31,"NA"
35803326,Talazoparib,Drug,ChemiDPlus,contains,"NA",1373431-65-2,2020-09-16,2099-12-31,"NA"
35802962,Clemastine,Drug,ChemiDPlus,contains,"NA",14976-57-9,2020-09-16,2099-12-31,"NA"
35802962,Clemastine,Drug,ChemiDPlus,contains,"NA",15686-51-8,2020-09-16,2099-12-31,"NA"
35101787,Bactifor,Drug,ChemiDPlus,contains,"NA",738-70-5,2020-09-16,2099-12-31,"NA"
35806170,Uroprot,Drug,ChemiDPlus,contains,"NA",211439-12-2,2020-09-16,2099-12-31,"NA"
35803210,Norethandrolone,Drug,ChemiDPlus,contains,"NA",52-78-8,2020-09-16,2099-12-31,"NA"
35803662,Calsed,Drug,ChemiDPlus,contains,"NA",110311-30-3,2020-09-16,2099-12-31,"NA"
35803283,Ramucirumab,Drug,ChemiDPlus,contains,"NA",947687-13-0,2020-09-16,2099-12-31,"NA"
35807069,Ovastat,Drug,ChemiDPlus,contains,"NA",299-75-2,2020-09-16,2099-12-31,"NA"
35807069,Ovastat,Drug,ChemiDPlus,contains,"NA",3011-89-0,2020-09-16,2099-12-31,"NA"
35807069,Ovastat,Drug,ChemiDPlus,contains,"NA",75330-75-5,2020-09-16,2099-12-31,"NA"
35100278,Sulfort,Drug,ChemiDPlus,contains,"NA",2447-57-6,2020-09-16,2099-12-31,"NA"
35804924,Tabine,Drug,ChemiDPlus,contains,"NA",611-53-0,2020-09-16,2099-12-31,"NA"
35804924,Tabine,Drug,ChemiDPlus,contains,"NA",1344-95-2,2020-09-16,2099-12-31,"NA"
35804924,Tabine,Drug,ChemiDPlus,contains,"NA",2353-33-5,2020-09-16,2099-12-31,"NA"
35806619,Pemetrex,Drug,ChemiDPlus,contains,"NA",137281-23-3,2020-09-16,2099-12-31,"NA"
35806619,Pemetrex,Drug,ChemiDPlus,contains,"NA",150399-23-8,2020-09-16,2099-12-31,"NA"
35806202,Merex,Drug,ChemiDPlus,contains,"NA",62-38-4,2020-09-16,2099-12-31,"NA"
35806202,Merex,Drug,ChemiDPlus,contains,"NA",143-50-0,2020-09-16,2099-12-31,"NA"
35806202,Merex,Drug,ChemiDPlus,contains,"NA",653-03-2,2020-09-16,2099-12-31,"NA"
35807422,Cephalotaxine,Drug,ChemiDPlus,contains,"NA",26833-87-4,2020-09-16,2099-12-31,"NA"
35806998,Teysuno,Drug,ChemiDPlus,contains,"NA",150863-82-4,2020-09-16,2099-12-31,"NA"
35802918,Bendamustine,Drug,ChemiDPlus,contains,"NA",16506-27-7,2020-09-16,2099-12-31,"NA"
35101182,Cotrimox,Drug,ChemiDPlus,contains,"NA",8064-90-2,2020-09-16,2099-12-31,"NA"
35100943,Dexapro,Drug,ChemiDPlus,contains,"NA",50-02-2,2020-09-16,2099-12-31,"NA"
35803030,Edrecolomab,Drug,ChemiDPlus,contains,"NA",156586-89-9,2020-09-16,2099-12-31,"NA"
35802986,Dacomitinib,Drug,ChemiDPlus,contains,"NA",1042385-75-0,2020-09-16,2099-12-31,"NA"
35802986,Dacomitinib,Drug,ChemiDPlus,contains,"NA",1110813-31-4,2020-09-16,2099-12-31,"NA"
35805873,Hydrea,Drug,ChemiDPlus,contains,"NA",127-07-1,2020-09-16,2099-12-31,"NA"
35806975,Zanosar,Drug,ChemiDPlus,contains,"NA",18883-66-4,2020-09-16,2099-12-31,"NA"
35100839,Endronal,Drug,ChemiDPlus,contains,"NA",299-42-3,2020-09-16,2099-12-31,"NA"
35805625,Flutamid,Drug,ChemiDPlus,contains,"NA",13311-84-7,2020-09-16,2099-12-31,"NA"
35803420,Panadol,Drug,ChemiDPlus,contains,"NA",103-90-2,2020-09-16,2099-12-31,"NA"
35100620,Maxtrim,Drug,ChemiDPlus,contains,"NA",8064-90-2,2020-09-16,2099-12-31,"NA"
35100546,Metilbetasone,Drug,ChemiDPlus,contains,"NA",83-43-2,2020-09-16,2099-12-31,"NA"
35100743,Simarc,Drug,ChemiDPlus,contains,"NA",129-06-6,2020-09-16,2099-12-31,"NA"
35803647,Copax,Drug,ChemiDPlus,contains,"NA",604-75-1,2020-09-16,2099-12-31,"NA"
35803647,Copax,Drug,ChemiDPlus,contains,"NA",147245-92-9,2020-09-16,2099-12-31,"NA"
35803106,Histrelin,Drug,ChemiDPlus,contains,"NA",76712-82-8,2020-09-16,2099-12-31,"NA"
35807199,Intravenous,Drug,ChemiDPlus,contains,"NA",145464-27-3,2020-09-16,2099-12-31,"NA"
